net,length_um
_02326_,7.61
_02834_,7.6
_04320_,7.6
_05273_,7.6
_00781_,7.58
_02460_,7.58
_04835_,7.58
_00562_,7.56
_01554_,7.56
_02165_,7.56
_03408_,7.56
_03981_,7.56
_05392_,7.56
_01549_,7.54
_02170_,7.54
_02179_,7.54
_02243_,7.54
_02410_,7.54
_03184_,7.54
_03890_,7.54
_03978_,7.54
_04299_,7.54
_04472_,7.54
_00953_,7.52
_01837_,7.52
_02192_,7.52
_03090_,7.52
_04353_,7.52
_04546_,7.52
_04852_,7.52
_05145_,7.52
_02563_,7.51
_02053_,7.5
_02833_,7.49
_02420_,7.48
_03250_,7.48
_04454_,7.48
_01746_,7.46
_02921_,7.46
_02932_,7.46
_00544_,7.44
_00571_,7.44
_00625_,7.44
_00979_,7.44
_00984_,7.44
_01612_,7.44
_02098_,7.44
_02128_,7.44
_03643_,7.44
_04795_,7.44
_04909_,7.44
_05206_,7.44
_00394_,7.42
_01860_,7.42
_01921_,7.42
_04466_,7.42
_04882_,7.42
_00795_,7.415
_01102_,7.4
_01614_,7.4
_02791_,7.4
_03635_,7.4
_04141_,7.4
_04281_,7.4
_04632_,7.4
_04784_,7.4
_00480_,7.38
_01981_,7.37
_00146_,7.365
_02382_,7.36
_03239_,7.355
_02668_,7.35
_02034_,7.34
_04242_,7.34
_00064_,7.32
_00678_,7.32
_01200_,7.32
_01445_,7.32
_02267_,7.32
_02509_,7.32
_02627_,7.32
_02630_,7.32
_03272_,7.32
_03405_,7.32
_04078_,7.32
_04492_,7.32
_04755_,7.32
_05116_,7.32
_05122_,7.32
_00234_,7.3
_02301_,7.3
_02806_,7.3
_03825_,7.3
_04557_,7.29
_00130_,7.28
_00364_,7.28
_02275_,7.28
_03224_,7.28
_02122_,7.275
_00369_,7.24
_01111_,7.24
_03850_,7.24
_04634_,7.24
_04818_,7.24
_04872_,7.24
_05407_,7.24
_03084_,7.235
_00262_,7.22
_00732_,7.22
_03567_,7.22
_04396_,7.22
_04886_,7.22
_05619_,7.22
_05657_,7.22
_02494_,7.205
_00181_,7.2
_01302_,7.2
_01417_,7.2
_01939_,7.2
_02423_,7.2
_02675_,7.2
_03349_,7.2
_03728_,7.2
_03805_,7.2
_04273_,7.2
_04514_,7.2
_04894_,7.2
_04941_,7.2
_04943_,7.2
_05050_,7.2
_05301_,7.2
net166,7.2
_03125_,7.195
_00149_,7.18
_00438_,7.18
_01589_,7.18
_01792_,7.18
_02289_,7.18
_02547_,7.18
_03092_,7.18
_03248_,7.18
_03498_,7.18
_03914_,7.18
_05148_,7.18
_05462_,7.18
_05481_,7.18
_01900_,7.16
mplier[10],7.13
_00757_,7.12
_03782_,7.12
_04036_,7.12
_04065_,7.12
_04418_,7.12
_04739_,7.12
_05052_,7.12
_05117_,7.12
_02035_,7.11
_00884_,7.1
_01711_,7.1
_01841_,7.1
_02076_,7.1
_02578_,7.1
_03423_,7.1
_04260_,7.1
_04424_,7.1
_04840_,7.1
_00725_,7.08
_02285_,7.08
_03086_,7.08
_04229_,7.08
_04413_,7.08
_02411_,7.07
_00597_,7.06
_00616_,7.06
_00659_,7.06
_01973_,7.06
_03222_,7.06
_04307_,7.06
_04457_,7.06
_04915_,7.06
_04990_,7.06
_03634_,7.04
_04367_,7.04
_01592_,7.03
mcand[6],7.01
_00996_,7
_02765_,7
_03188_,7
_04461_,7
_01739_,6.995
mplier[26],6.99
_00168_,6.98
_00300_,6.98
_00607_,6.98
_01773_,6.98
_02349_,6.98
_02712_,6.98
_02781_,6.98
_02832_,6.98
_03468_,6.98
_03586_,6.98
_04462_,6.98
_04635_,6.98
_05641_,6.98
_03458_,6.96
_04966_,6.96
_04969_,6.96
_05135_,6.96
_00051_,6.94
_01681_,6.94
_02132_,6.94
_03700_,6.92
_05163_,6.92
_01391_,6.9
_00531_,6.88
_03746_,6.88
_00792_,6.875
_00812_,6.86
_01021_,6.86
_01072_,6.86
_02265_,6.86
_03308_,6.86
_03751_,6.86
_05333_,6.86
_03136_,6.84
_03470_,6.84
_01352_,6.82
_02554_,6.82
_03987_,6.82
_05215_,6.82
_05366_,6.82
_00470_,6.78
_02342_,6.78
_02790_,6.78
_04733_,6.78
mcand[12],6.77
_01851_,6.76
_02252_,6.76
_02512_,6.76
_02593_,6.76
_03447_,6.76
_04919_,6.76
_02050_,6.74
_02586_,6.74
_02959_,6.74
_02979_,6.74
_04827_,6.74
_04884_,6.74
_04960_,6.74
_05011_,6.74
_05143_,6.74
_05544_,6.74
_00182_,6.72
_00422_,6.72
_00897_,6.72
_01490_,6.72
_02440_,6.72
_02488_,6.72
_02639_,6.72
_02729_,6.72
_03158_,6.72
_04079_,6.72
_04264_,6.72
_04905_,6.72
_05566_,6.72
_00282_,6.7
_02750_,6.7
_01439_,6.67
_00604_,6.66
_02577_,6.66
_02929_,6.66
_03482_,6.66
_04829_,6.66
_04375_,6.65
_05222_,6.65
_00164_,6.64
_00339_,6.64
_00739_,6.64
_00841_,6.64
_01345_,6.64
_01442_,6.64
_02686_,6.64
_03096_,6.64
_03693_,6.64
_04031_,6.64
_04381_,6.64
_04582_,6.64
_05527_,6.64
_03636_,6.63
_01056_,6.62
_04069_,6.62
_04904_,6.62
_02755_,6.61
_00978_,6.6
_02323_,6.6
_02448_,6.6
_03796_,6.6
_04138_,6.6
_04285_,6.6
_04400_,6.6
_04722_,6.6
_04974_,6.6
_05131_,6.6
_05378_,6.6
_05579_,6.6
_04048_,6.58
_02445_,6.545
_00840_,6.54
_04200_,6.54
_00926_,6.53
_04257_,6.53
_00085_,6.52
_01173_,6.52
_01422_,6.52
_01511_,6.52
_01775_,6.52
_02653_,6.52
_02934_,6.52
_03156_,6.52
_04039_,6.52
_04402_,6.52
_04669_,6.52
_04959_,6.52
_05172_,6.52
_05281_,6.52
_05445_,6.52
_00561_,6.5
_02106_,6.5
_03888_,6.5
_03942_,6.5
_01348_,6.48
_01564_,6.48
_02078_,6.48
_03909_,6.48
_02088_,6.47
_03378_,6.46
_05580_,6.44
_00028_,6.42
_00263_,6.42
_01763_,6.41
_01067_,6.4
_01073_,6.4
_01094_,6.4
_03132_,6.4
_05265_,6.4
_05479_,6.4
_02620_,6.39
_00393_,6.38
_00550_,6.38
_02099_,6.38
_02588_,6.38
_03283_,6.38
_01586_,6.37
_01215_,6.36
mcand[23],6.33
_00658_,6.32
_00868_,6.32
_04858_,6.32
mplier[15],6.31
mplier[4],6.31
_00029_,6.3
_01145_,6.3
_02137_,6.3
_02248_,6.3
_02294_,6.3
_02487_,6.3
_02629_,6.3
_03010_,6.3
_05053_,6.3
_05064_,6.3
_05652_,6.3
_01583_,6.29
_02628_,6.29
_00019_,6.28
_00486_,6.28
_00594_,6.28
_02270_,6.28
_03509_,6.28
_05066_,6.28
_05347_,6.28
_05373_,6.28
_00652_,6.26
_01251_,6.26
_01546_,6.26
_01712_,6.26
_02792_,6.26
_03089_,6.26
_03221_,6.26
_03412_,6.26
_03921_,6.26
_04070_,6.26
_04392_,6.26
_04661_,6.26
_04347_,6.25
_03268_,6.24
_00907_,6.235
_01838_,6.22
_00185_,6.21
mplier[5],6.21
product[40],6.21
product[47],6.21
_00712_,6.2
_00770_,6.2
_05296_,6.2
_05399_,6.2
_04581_,6.19
_00880_,6.18
_01332_,6.18
_01373_,6.18
_02241_,6.18
_02916_,6.18
_03769_,6.18
_04709_,6.18
_04981_,6.18
_05015_,6.18
_05023_,6.18
_05238_,6.18
_05282_,6.18
_04535_,6.17
_02381_,6.14
_02561_,6.14
_04189_,6.14
_04508_,6.14
_05105_,6.14
net167,6.14
_03075_,6.1
mcand[28],6.09
mplier[18],6.09
mplier[24],6.09
mplier[31],6.09
_05024_,6.085
_00761_,6.08
_01410_,6.08
_04256_,6.08
_04940_,6.08
_00250_,6.06
_00478_,6.06
_02598_,6.06
_02877_,6.06
_03176_,6.06
_04944_,6.06
_05323_,6.06
_05677_,6.06
_03291_,6.05
_01781_,6.04
_04528_,6.04
_00407_,6.02
_00467_,6.02
_02446_,6.02
_05492_,6.02
_00684_,5.99
mplier[27],5.99
_05074_,5.98
_00291_,5.97
_02531_,5.96
_05488_,5.96
_01218_,5.95
_01000_,5.94
_02537_,5.94
_03878_,5.94
_04599_,5.94
_00654_,5.92
_05286_,5.92
_00692_,5.91
_00975_,5.9
_01002_,5.9
_03561_,5.9
_03681_,5.9
_04620_,5.88
_04839_,5.88
_04083_,5.87
product[33],5.87
_00618_,5.86
_00917_,5.86
_00295_,5.85
_00689_,5.85
_00077_,5.84
_00551_,5.84
_00980_,5.84
_01367_,5.84
_01392_,5.84
_01540_,5.84
_02543_,5.84
_03060_,5.84
_03166_,5.84
_03731_,5.84
_03984_,5.84
_05073_,5.84
_05185_,5.84
_05231_,5.84
_05494_,5.84
_05638_,5.84
_05688_,5.84
net160,5.84
net168,5.84
_01694_,5.835
_00180_,5.82
_00825_,5.82
_00951_,5.82
_00994_,5.82
_02188_,5.82
_02303_,5.82
_02432_,5.82
_03167_,5.82
_03654_,5.82
_04378_,5.82
_05020_,5.82
_05679_,5.82
_00357_,5.8
_01031_,5.8
_01430_,5.8
_01672_,5.8
_03476_,5.8
_04727_,5.8
_04874_,5.8
_03377_,5.78
_03993_,5.78
_02388_,5.75
_00005_,5.74
_00296_,5.74
_01135_,5.74
_01543_,5.74
_01801_,5.74
_02239_,5.74
_02696_,5.74
_03031_,5.74
_03662_,5.74
_04258_,5.74
_05115_,5.74
_05158_,5.74
_05260_,5.74
_00591_,5.72
_00644_,5.72
_01378_,5.72
_01551_,5.72
_03450_,5.72
_03784_,5.72
_04373_,5.72
_04618_,5.72
_05171_,5.72
_05649_,5.72
_01178_,5.7
_02532_,5.7
_04390_,5.7
_05681_,5.7
_02355_,5.68
_02374_,5.68
_02982_,5.68
_03898_,5.68
_04248_,5.68
_04718_,5.68
_04832_,5.68
_04913_,5.68
_05184_,5.68
_00400_,5.65
_05056_,5.64
mcand[14],5.63
product[11],5.63
_01036_,5.62
_01389_,5.62
_02609_,5.62
_05087_,5.62
_05487_,5.62
_02580_,5.61
_00188_,5.6
_01136_,5.6
_01201_,5.6
_02393_,5.6
_02539_,5.6
_03121_,5.6
_03244_,5.6
_03313_,5.6
_03452_,5.6
_03684_,5.6
_03797_,5.6
_04891_,5.6
_05174_,5.6
_05240_,5.6
_01982_,5.595
_04619_,5.58
_00476_,5.56
_01602_,5.56
_02028_,5.56
_02733_,5.56
_02893_,5.56
_03214_,5.555
product[0],5.53
product[29],5.53
product[48],5.53
product[54],5.53
_03144_,5.52
_05583_,5.52
_03479_,5.5
_04958_,5.5
_01944_,5.49
_00764_,5.48
_00779_,5.48
_00950_,5.48
_01915_,5.48
_02025_,5.48
_02127_,5.48
_02495_,5.48
_02797_,5.48
_02986_,5.48
_03353_,5.48
_03677_,5.48
_04186_,5.48
_05358_,5.48
_05570_,5.48
_00763_,5.46
_00834_,5.45
_02614_,5.44
_03953_,5.44
mcand[9],5.41
mplier[20],5.41
_02135_,5.4
_03077_,5.4
_03565_,5.4
_04095_,5.4
_04268_,5.4
_04547_,5.4
_05228_,5.4
_01480_,5.38
_03342_,5.38
_03610_,5.38
_03966_,5.38
_04851_,5.38
_05250_,5.38
net131,5.38
_02257_,5.36
_02684_,5.36
_04001_,5.36
_04460_,5.36
_04735_,5.36
_00883_,5.34
_01726_,5.34
_03820_,5.34
_04308_,5.34
_04327_,5.34
_04766_,5.34
_05038_,5.34
_05106_,5.34
_05234_,5.34
_05535_,5.34
_02931_,5.3
product[18],5.29
product[34],5.29
_03454_,5.28
_05017_,5.28
_05389_,5.28
_05472_,5.28
_00172_,5.26
_00874_,5.26
_00952_,5.26
_01809_,5.26
_01815_,5.26
_01857_,5.26
_01983_,5.26
_02040_,5.26
_02426_,5.26
_02914_,5.26
_02980_,5.26
_03471_,5.26
_03515_,5.26
_03563_,5.26
_04021_,5.26
_04227_,5.26
_04365_,5.26
_05067_,5.26
_05137_,5.26
_05297_,5.26
_05408_,5.26
_05523_,5.26
_05625_,5.26
_01211_,5.24
_02826_,5.24
_03967_,5.24
_00058_,5.22
_02217_,5.22
_03081_,5.22
_03198_,5.22
_03668_,5.22
_05160_,5.22
net128,5.22
net148,5.22
_02311_,5.195
mcand[25],5.19
product[30],5.19
product[58],5.19
product[7],5.19
product[8],5.19
_01854_,5.16
_02037_,5.16
_02237_,5.16
_04073_,5.16
_05003_,5.16
_05495_,5.16
_00128_,5.155
_02491_,5.14
_02621_,5.14
_03111_,5.14
_03397_,5.14
_04147_,5.14
_05393_,5.14
_05673_,5.14
_00528_,5.12
_02299_,5.12
_01483_,5.1
_01979_,5.06
_02415_,5.06
_02757_,5.06
_00078_,5.02
_00133_,5.02
_00847_,5.02
_01325_,5.02
_01398_,5.02
_02867_,5.02
_03284_,5.02
_04734_,5.02
_04837_,5.02
_05207_,5.02
_05524_,5.02
_04537_,5
_05443_,5
product[21],4.95
product[2],4.95
product[31],4.95
_00871_,4.94
_03989_,4.94
_01281_,4.92
_01631_,4.92
_02654_,4.92
_02726_,4.92
_03082_,4.92
_03228_,4.92
_03395_,4.92
_03617_,4.92
_03748_,4.92
_04583_,4.92
_04934_,4.92
_04979_,4.92
_05036_,4.92
_05089_,4.92
_05370_,4.92
_00419_,4.9
_00630_,4.9
_00915_,4.9
_03559_,4.9
_05200_,4.9
_01575_,4.88
_01924_,4.88
_02716_,4.88
_02774_,4.88
_02789_,4.88
_04199_,4.88
_04954_,4.88
_05577_,4.88
_02466_,4.87
product[13],4.85
product[24],4.85
product[35],4.85
product[41],4.85
_00082_,4.83
_00698_,4.82
_02068_,4.82
_02571_,4.82
_02635_,4.82
_03287_,4.82
_03999_,4.82
_04838_,4.82
_05478_,4.82
_00031_,4.8
_00499_,4.8
_00913_,4.8
_01280_,4.8
_01291_,4.8
_01761_,4.8
_02082_,4.8
_02471_,4.8
_02644_,4.8
_04098_,4.8
_04775_,4.8
_04939_,4.8
_05032_,4.8
_05080_,4.8
_05212_,4.8
_05315_,4.8
_05418_,4.8
_05569_,4.8
_01679_,4.78
_02268_,4.78
_05601_,4.78
_01235_,4.76
_01420_,4.76
_02569_,4.76
_03666_,4.76
_05338_,4.76
_04821_,4.75
_04101_,4.73
mcand[17],4.73
mcand[21],4.73
mplier[0],4.73
mplier[6],4.73
_00892_,4.7
_02295_,4.7
_03742_,4.7
_04936_,4.7
_00271_,4.68
_00598_,4.68
_01225_,4.68
_01399_,4.68
_01867_,4.68
_02412_,4.68
_02800_,4.68
_02902_,4.68
_03122_,4.68
_03143_,4.68
_04216_,4.68
_04639_,4.68
_05152_,4.68
_01676_,4.675
_02963_,4.655
product[36],4.61
product[37],4.61
product[53],4.61
_04668_,4.6
_05065_,4.6
_04497_,4.595
_03521_,4.57
_02116_,4.56
_02557_,4.56
_02926_,4.56
_03370_,4.56
_03504_,4.56
_03658_,4.56
_04173_,4.56
_04848_,4.56
_03983_,4.54
_04298_,4.54
_02404_,4.48
_03382_,4.48
_04703_,4.48
_00156_,4.46
_00241_,4.46
_00986_,4.46
_01154_,4.46
_01360_,4.46
_01492_,4.46
_03189_,4.46
_03831_,4.46
_04662_,4.46
_05141_,4.46
_05242_,4.46
_05256_,4.46
_05283_,4.46
net134,4.46
net146,4.46
_02059_,4.44
_04379_,4.44
_00426_,4.42
_02383_,4.42
_04201_,4.42
_04411_,4.42
_05420_,4.42
_05534_,4.42
_00396_,4.36
_00906_,4.36
_02048_,4.36
_05205_,4.36
_00270_,4.34
_00273_,4.34
_00590_,4.34
_01051_,4.34
_01784_,4.34
_02096_,4.34
_02661_,4.34
_03530_,4.34
_03614_,4.34
_03752_,4.34
_04084_,4.34
_04266_,4.34
_04348_,4.34
_05034_,4.34
_05086_,4.34
_05096_,4.34
_05277_,4.34
net139,4.34
_01064_,4.32
_02785_,4.32
_04856_,4.32
product[23],4.27
_05264_,4.24
_05292_,4.24
_00824_,4.22
_02425_,4.22
_03003_,4.22
_03061_,4.22
_00474_,4.14
_03338_,4.14
_04924_,4.14
_00760_,4.12
_01250_,4.12
_00366_,4.1
_02581_,4.1
_02738_,4.1
_03118_,4.1
_03639_,4.1
_04485_,4.1
_03956_,4.03
_00332_,4.02
_00416_,4.02
_01214_,4.02
_01394_,4.02
_02156_,4.02
_02493_,4.02
_04491_,4.02
_04930_,4.02
_00046_,4
_00226_,4
_01434_,4
_01866_,4
_01904_,4
_02315_,4
_02930_,4
_03414_,4
_03437_,4
_03665_,4
_04571_,4
_04682_,4
_04752_,4
_05136_,4
_05226_,4
_05395_,4
net172,4
_00228_,3.98
_00532_,3.95
mplier[25],3.93
product[12],3.93
product[16],3.93
product[39],3.93
product[55],3.93
product[59],3.93
product[9],3.93
_03522_,3.91
_01743_,3.9
_02269_,3.9
_02590_,3.9
_03102_,3.9
_01327_,3.88
_01349_,3.88
_01455_,3.88
_01493_,3.88
_02589_,3.88
_02747_,3.88
_03099_,3.88
_03910_,3.88
_04037_,3.88
_04406_,3.88
_04708_,3.88
_05196_,3.88
_05452_,3.88
_00334_,3.86
_00497_,3.86
_04833_,3.86
_05233_,3.86
_00827_,3.81
_02171_,3.81
_03698_,3.76
_03861_,3.76
_05382_,3.76
_05489_,3.76
_05631_,3.76
_04247_,3.74
_02533_,3.72
_02282_,3.71
_02556_,3.68
_03673_,3.68
_05061_,3.68
_05180_,3.68
_02397_,3.66
_04575_,3.66
_00669_,3.64
_01617_,3.64
_02023_,3.64
_05276_,3.64
_00090_,3.56
_01203_,3.56
_01321_,3.56
_01855_,3.56
_02395_,3.56
_02665_,3.56
_03355_,3.56
_04658_,3.56
_05039_,3.56
_05335_,3.56
_01371_,3.55
_00192_,3.54
_01054_,3.54
_01080_,3.54
_01415_,3.54
_02109_,3.54
_02357_,3.54
_02477_,3.54
_02610_,3.54
_02709_,3.54
_03419_,3.54
_04061_,3.54
_04758_,3.54
_04803_,3.54
_04908_,3.54
_04988_,3.54
_05092_,3.54
_05111_,3.54
_05386_,3.54
_01530_,3.52
_02189_,3.52
_04995_,3.52
_02461_,3.515
_02424_,3.49
mcand[31],3.47
_02360_,3.44
_00730_,3.42
_00934_,3.42
_01376_,3.42
_01910_,3.42
_02371_,3.42
_04136_,3.42
_04589_,3.42
_04591_,3.42
_04712_,3.42
_04903_,3.42
_05051_,3.42
_05132_,3.42
_05290_,3.42
_05528_,3.42
net25,3.42
net110,3.42
net137,3.42
_04545_,3.4
_03231_,3.3
_05618_,3.3
_02707_,3.22
_02749_,3.22
_05442_,3.22
_04530_,3.2
_05187_,3.2
_05647_,3.2
_05239_,3.18
_02442_,3.1
_02482_,3.1
_03266_,3.1
_04888_,3.1
_05409_,3.1
_00482_,3.08
_02735_,3.08
_03540_,3.08
_03556_,3.08
_03688_,3.08
_03706_,3.08
_03930_,3.08
_04076_,3.08
_04306_,3.08
_05049_,3.08
_05109_,3.08
_05321_,3.08
_05644_,3.08
net162,3.08
net170,3.08
_04861_,3.04
_02454_,3.03
_03425_,3.03
_03757_,3.03
_02574_,2.98
_04352_,2.98
_04747_,2.98
_04863_,2.98
_00056_,2.96
_00505_,2.96
_01273_,2.96
_01315_,2.96
_01329_,2.96
_02226_,2.96
_03088_,2.96
_03128_,2.96
_03804_,2.96
_04170_,2.96
_04304_,2.96
_04464_,2.96
_04496_,2.96
_04633_,2.96
_04964_,2.96
_05121_,2.96
_05165_,2.96
_05232_,2.96
_05235_,2.96
net109,2.96
_04805_,2.91
net140,2.89
_01581_,2.84
_03052_,2.84
_05469_,2.79
_00724_,2.76
_01862_,2.76
_04810_,2.76
_04950_,2.76
_00737_,2.74
_03833_,2.74
_03094_,2.72
_01744_,2.71
_00286_,2.64
_01326_,2.64
_01991_,2.64
_02046_,2.64
_02762_,2.64
_03682_,2.64
_04977_,2.64
_04982_,2.64
_05193_,2.64
_05623_,2.64
net65,2.64
_00593_,2.62
_01624_,2.62
_03525_,2.62
_03744_,2.62
_04041_,2.62
_04408_,2.62
_05054_,2.62
_05177_,2.62
_05457_,2.62
_05683_,2.62
net155,2.62
net159,2.62
_02798_,2.57
_03133_,2.57
_01170_,2.52
net150,2.52
_00239_,2.5
_00293_,2.5
_00473_,2.5
_00603_,2.5
_01032_,2.5
_01942_,2.5
_02246_,2.5
_03215_,2.5
_03578_,2.5
_04162_,2.5
_04389_,2.5
_04493_,2.5
_04594_,2.5
_04674_,2.5
_04843_,2.5
_05113_,2.5
_05126_,2.5
_05161_,2.5
_05267_,2.5
net124,2.5
net133,2.5
net156,2.5
_05144_,2.4
_02935_,2.38
_00954_,2.3
_02039_,2.3
_02242_,2.3
_02583_,2.3
_02587_,2.3
_02758_,2.3
_04261_,2.3
_04309_,2.3
_04664_,2.3
_04743_,2.3
_05027_,2.3
_05078_,2.3
_05446_,2.3
_05626_,2.255
_00687_,2.18
_01963_,2.18
_02419_,2.18
_02624_,2.18
_03667_,2.18
_04145_,2.18
_00289_,2.16
_00756_,2.16
_01027_,2.16
_01149_,2.16
_01313_,2.16
_01358_,2.16
_02702_,2.16
_02730_,2.16
_03182_,2.16
_03227_,2.16
_03372_,2.16
_04289_,2.16
_04750_,2.16
_05029_,2.16
_05070_,2.16
_05280_,2.16
_05302_,2.16
_05530_,2.16
_05620_,2.16
net136,2.16
_03801_,2.11
_05498_,2.11
_00267_,2.06
_00601_,2.06
_01256_,2.06
_01755_,2.06
_03863_,2.06
_05287_,2.06
_05522_,2.06
_00055_,2.04
_00145_,2.04
_00780_,2.04
_00889_,2.04
_01053_,2.04
_02526_,2.04
_02753_,2.04
_02768_,2.04
_04204_,2.04
_04560_,2.04
_04584_,2.04
_04846_,2.04
_04860_,2.04
_04929_,2.04
_05100_,2.04
_05374_,2.04
net67,2.04
_00153_,1.84
_01061_,1.84
_03327_,1.84
_03869_,1.84
_04045_,1.82
_05380_,1.82
net152,1.82
_01937_,1.72
_02746_,1.72
_02913_,1.72
_05201_,1.72
_05289_,1.72
_00166_,1.7
_00298_,1.7
_00464_,1.7
_00800_,1.7
_00923_,1.7
_01103_,1.7
_01720_,1.7
_01731_,1.7
_02091_,1.7
_02361_,1.7
_02809_,1.7
_03620_,1.7
_03994_,1.7
_04146_,1.7
_04648_,1.7
_04670_,1.7
_04729_,1.7
_04797_,1.7
_04911_,1.7
_04942_,1.7
_05094_,1.7
_05590_,1.7
_05230_,1.68
_00869_,1.65
_01193_,1.38
_02101_,1.38
_02413_,1.38
_02582_,1.38
_04351_,1.38
_04559_,1.38
_04753_,1.38
_04916_,1.38
_04953_,1.38
_05313_,1.36
_01317_,1.26
_03053_,1.26
_03379_,1.26
_03918_,1.26
_04477_,1.26
_04646_,1.26
_05014_,1.26
_04992_,1.14
_05449_,1.14
_01640_,0.92
_04463_,0.92
_05210_,0.92
_03818_,0.8
_05363_,0.8
_03062_,0.46
_04970_,0.46
